rank,date_12ut,jd,robust_score,matched_unique_modules,selected_modules_json
251,0244-08-02T12:00:00Z,1810393.0,1.5681910514831543,1,"[{""module_id"":""1947_P_S_M"",""source_group"":""1947-11-29"",""family_id"":""F07_D_Mars-Pluto-Saturn"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Pluto\u2013Saturn\u2013Mars tiny midpoint""}]"
252,0974-04-27T12:00:00Z,2076923.0,1.5681910514831543,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
253,0478-05-18T12:00:00Z,1895784.0,1.5681910514831543,1,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""}]"
254,1865-04-02T12:00:00Z,2402329.0,1.5681910514831543,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
255,0931-03-29T12:00:00Z,2061188.0,1.5681910514831543,1,"[{""module_id"":""1918C_P_Merc_N"",""source_group"":""1918-05-22"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""May 22 Pluto\u2013Mercury\u2013Neptune triad""}]"
256,0827-11-10T12:00:00Z,2023429.0,1.5681910514831543,1,"[{""module_id"":""2023_P_V_M"",""source_group"":""2023-10-07"",""family_id"":""F08_D_Mars-Pluto-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad""}]"
257,1275-12-25T12:00:00Z,2187103.0,1.5681910514831543,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
258,1244-07-31T12:00:00Z,2175634.0,1.5681910514831543,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.5681910514831543,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
259,0590-06-06T12:00:00Z,1936710.0,1.547001838684082,1,"[{""module_id"":""2026F_M_V_S_N"",""source_group"":""2026-02-28"",""family_id"":""F35_D_Mercury-Neptune-Saturn-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":4,""note"":""Mercury/Venus and Saturn/Neptune dual double-node""}]"
260,1915-08-12T12:00:00Z,2420722.0,1.547001838684082,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
261,0759-09-24T12:00:00Z,1998545.0,1.547001838684082,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
262,1182-09-14T12:00:00Z,2153033.0,1.547001838684082,1,"[{""module_id"":""2008_Merc_V_M"",""source_group"":""2008-09-15"",""family_id"":""F06_D_Mars-Mercury-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Mercury\u2013Venus\u2013Mars triple node""}]"
263,1264-01-26T12:00:00Z,2182752.0,1.547001838684082,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
264,1748-01-20T12:00:00Z,2359523.0,1.547001838684082,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
265,0474-04-10T12:00:00Z,1894285.0,1.547001838684082,1,"[{""module_id"":""1947_M_V_U"",""source_group"":""1947-11-29"",""family_id"":""F10_D_Mars-Uranus-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate""}]"
266,1233-05-16T12:00:00Z,2171540.0,1.547001838684082,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.547001838684082,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
267,2025-11-07T12:00:00Z,2460987.0,1.5435395240783691,2,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":0.9198310375213623,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""},{""module_id"":""2025_P_S_N_U"",""source_group"":""2025-09-10"",""family_id"":""F38_D_Neptune-Pluto-Saturn-Uranus"",""excess_surprisal"":0.6237084865570068,""n_bodies"":4,""note"":""Pluto\u2013Saturn/Neptune\u2013Uranus 0/60/120 scaffold""}]"
268,0474-10-01T12:00:00Z,1894459.0,1.5267982482910156,1,"[{""module_id"":""2021_P_M_S_J_N_U_SHELL"",""source_group"":""2021-09-11"",""family_id"":""F43_S_Jupiter-Mars-Neptune-Pluto-Saturn-Uranus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":6,""note"":""Same radial shells with handedness removed""}]"
269,1919-05-19T12:00:00Z,2422098.0,1.5267982482910156,1,"[{""module_id"":""1918A_P_Merc_N"",""source_group"":""1918-04-05"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""April 5 Pluto\u2013Mercury\u2013Neptune 30/60/90""}]"
270,1634-07-18T12:00:00Z,2318065.0,1.5267982482910156,1,"[{""module_id"":""1775_P_Merc_U"",""source_group"":""1775-04-19"",""family_id"":""F13_D_Mercury-Pluto-Uranus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Pluto\u2013Mercury\u2013Uranus 60/60/120 module""}]"
271,1425-07-03T12:00:00Z,2241714.0,1.5267982482910156,1,"[{""module_id"":""1914_P_N_Merc_M"",""source_group"":""1914-06-28"",""family_id"":""F33_D_Mars-Mercury-Neptune-Pluto"",""excess_surprisal"":1.5267982482910156,""n_bodies"":4,""note"":""Pluto \u2192 Neptune/Mercury double-node \u2192 Mars""}]"
272,1984-07-14T12:00:00Z,2445896.0,1.5267982482910156,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
273,1156-06-26T12:00:00Z,2143457.0,1.5267982482910156,1,"[{""module_id"":""1929_U_Merc_V_M"",""source_group"":""1929-10-24"",""family_id"":""F34_D_Mars-Mercury-Uranus-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":4,""note"":""Opposition gate plus 30-degree Mars routing""}]"
274,1445-09-06T12:00:00Z,2249084.0,1.5267982482910156,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
275,0994-05-11T12:00:00Z,2084242.0,1.5267982482910156,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
276,1967-07-06T12:00:00Z,2439678.0,1.5267982482910156,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
277,0113-10-18T12:00:00Z,1762623.0,1.5267982482910156,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
278,1265-11-04T12:00:00Z,2183400.0,1.5267982482910156,1,"[{""module_id"":""1929_U_Merc_V"",""source_group"":""1929-10-24"",""family_id"":""F16_D_Mercury-Uranus-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Uranus opposite Mercury/Venus gate""}]"
279,0868-05-17T12:00:00Z,2038228.0,1.5267982482910156,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
280,1339-09-23T12:00:00Z,2210385.0,1.5267982482910156,1,"[{""module_id"":""2026B_N_U_V"",""source_group"":""2026-09-17"",""family_id"":""F23_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.5267982482910156,""n_bodies"":3,""note"":""Venus near antipode of Uranus\u2013Neptune midpoint""}]"
281,0692-12-23T12:00:00Z,1974165.0,1.507493495941162,1,"[{""module_id"":""2020_S_Merc_N"",""source_group"":""2020-03-11"",""family_id"":""F12_D_Mercury-Neptune-Saturn"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail""}]"
282,1967-04-10T12:00:00Z,2439591.0,1.507493495941162,1,"[{""module_id"":""1918C_V_J_M"",""source_group"":""1918-05-22"",""family_id"":""F01_D_Jupiter-Mars-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""May 22 Venus\u2013Jupiter\u2013Mars triad""}]"
283,2026-04-29T12:00:00Z,2461160.0,1.507493495941162,1,"[{""module_id"":""2023_P_N_U"",""source_group"":""2023-10-07"",""family_id"":""F19_D_Neptune-Pluto-Uranus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Pluto\u2013Neptune\u2013Uranus 60/60/120 triad""}]"
284,0643-09-26T12:00:00Z,1956179.0,1.507493495941162,1,"[{""module_id"":""1775_Merc_U_S"",""source_group"":""1775-04-19"",""family_id"":""F14_D_Mercury-Saturn-Uranus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Mercury\u2013Uranus\u2013Saturn 60/120/180 module""}]"
285,1949-11-13T12:00:00Z,2433234.0,1.507493495941162,1,"[{""module_id"":""1947_M_V_U"",""source_group"":""1947-11-29"",""family_id"":""F10_D_Mars-Uranus-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate""}]"
286,1501-02-03T12:00:00Z,2269322.0,1.507493495941162,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
287,1511-04-10T12:00:00Z,2273040.0,1.507493495941162,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
288,1953-06-29T12:00:00Z,2434558.0,1.507493495941162,1,"[{""module_id"":""2026B_N_P_V"",""source_group"":""2026-09-17"",""family_id"":""F21_D_Neptune-Pluto-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Neptune\u2013Pluto\u2013Venus 60/90/150 triad""}]"
289,0440-04-29T12:00:00Z,1881886.0,1.507493495941162,1,"[{""module_id"":""1918A_P_Merc_N"",""source_group"":""1918-04-05"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""April 5 Pluto\u2013Mercury\u2013Neptune 30/60/90""}]"
290,0174-09-04T12:00:00Z,1784859.0,1.507493495941162,1,"[{""module_id"":""2008_Merc_V_M"",""source_group"":""2008-09-15"",""family_id"":""F06_D_Mars-Mercury-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Mercury\u2013Venus\u2013Mars triple node""}]"
291,1547-01-06T12:00:00Z,2286095.0,1.507493495941162,1,"[{""module_id"":""1947_Merc_J_V"",""source_group"":""1947-11-29"",""family_id"":""F03_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 ladder""}]"
292,0038-04-14T12:00:00Z,1735043.0,1.507493495941162,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.507493495941162,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
293,1769-08-27T12:00:00Z,2367413.0,1.4890098571777344,1,"[{""module_id"":""1978_Merc_N_M"",""source_group"":""1978-12-11"",""family_id"":""F05_D_Mars-Mercury-Neptune"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Mercury\u2013Neptune\u2013Mars midpoint""}]"
294,0763-10-31T12:00:00Z,2000043.0,1.4890098571777344,1,"[{""module_id"":""1914_V_U_M"",""source_group"":""1914-06-28"",""family_id"":""F09_D_Mars-Uranus-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Venus\u2013Uranus diameter with Mars branch""}]"
295,2019-05-21T12:00:00Z,2458625.0,1.4890098571777344,1,"[{""module_id"":""2020_N_U_V"",""source_group"":""2020-03-11"",""family_id"":""F22_D_Neptune-Uranus-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Neptune to Uranus/Venus double node""}]"
296,0918-08-01T12:00:00Z,2056565.0,1.4890098571777344,1,"[{""module_id"":""1947_M_V_U"",""source_group"":""1947-11-29"",""family_id"":""F10_D_Mars-Uranus-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate""}]"
297,1700-08-10T12:00:00Z,2342194.0,1.4890098571777344,1,"[{""module_id"":""1913_S_Merc_V"",""source_group"":""1913-12-23"",""family_id"":""F15_D_Mercury-Saturn-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Saturn opposite Mercury/Venus fork""}]"
298,0535-08-18T12:00:00Z,1916694.0,1.4890098571777344,1,"[{""module_id"":""1918B_Merc_J_V"",""source_group"":""1918-04-17"",""family_id"":""F02_D_Jupiter-Mercury-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""April 17 Mercury\u2013Jupiter\u2013Venus 30/60/90""}]"
299,0547-07-18T12:00:00Z,1921046.0,1.4890098571777344,1,"[{""module_id"":""2023_P_V_M"",""source_group"":""2023-10-07"",""family_id"":""F08_D_Mars-Pluto-Venus"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad""}]"
300,1424-04-04T12:00:00Z,2241259.0,1.4890098571777344,1,"[{""module_id"":""1918C_P_Merc_N"",""source_group"":""1918-05-22"",""family_id"":""F11_D_Mercury-Neptune-Pluto"",""excess_surprisal"":1.4890098571777344,""n_bodies"":3,""note"":""May 22 Pluto\u2013Mercury\u2013Neptune triad""}]"
