rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
2897,1105-11-25T12:00:00Z,1105-12-01T12:00:00Z,7,1105-11-28T12:00:00Z,0,0,2,0.3042837083339691,"[{""component_p"":0.006689139641821384,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0074190110899508,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
2898,1145-10-17T12:00:00Z,1145-10-17T12:00:00Z,1,1145-10-17T12:00:00Z,0,0,2,0.3038671016693115,"[{""component_p"":0.006486397236585617,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0076582469046115875,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
2899,1989-01-22T12:00:00Z,1989-01-24T12:00:00Z,3,1989-01-24T12:00:00Z,0,0,2,0.3038093149662018,"[{""component_p"":0.00523750577121973,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]},{""component_p"":0.009485629387199879,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]}]"
2900,0551-08-27T12:00:00Z,0551-08-27T12:00:00Z,1,0551-08-27T12:00:00Z,0,0,2,0.30211684107780457,"[{""component_p"":0.005482147913426161,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]},{""component_p"":0.009097716771066189,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
2901,0887-06-06T12:00:00Z,0887-06-06T12:00:00Z,1,0887-06-06T12:00:00Z,0,0,2,0.30200764536857605,"[{""component_p"":0.0063093360513448715,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.007906944490969181,""best_module_id"":""m063"",""best_module_label"":""May 22 Mercury\u2013Pluto\u2013Neptune triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m063""],""bodies"":[""Mercury"",""Pluto"",""Neptune""]}]"
2902,1650-01-01T12:00:00Z,1650-01-01T12:00:00Z,1,1650-01-01T12:00:00Z,0,0,2,0.3014480769634247,"[{""component_p"":0.004999621771275997,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.009991133585572243,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10"",""f11_1913_dec23""],""module_ids"":[""m017"",""m039""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]}]"
2903,1955-07-01T12:00:00Z,1955-07-01T12:00:00Z,1,1955-07-01T12:00:00Z,0,0,2,0.301408976316452,"[{""component_p"":0.006452606990933418,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007742047309875488,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001"",""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
2904,1648-06-06T12:00:00Z,1648-06-09T12:00:00Z,4,1648-06-06T12:00:00Z,0,0,2,0.30081114172935486,"[{""component_p"":0.005023950710892677,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.009957343339920044,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
2905,1703-04-25T12:00:00Z,1703-04-28T12:00:00Z,4,1703-04-25T12:00:00Z,0,0,2,0.3006249666213989,"[{""component_p"":0.005240208934992552,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.009550507180392742,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]}]"
2906,0375-05-22T12:00:00Z,0375-05-22T12:00:00Z,1,0375-05-22T12:00:00Z,0,0,2,0.3005804121494293,"[{""component_p"":0.005067202262580395,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.009877597913146019,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2907,1364-07-07T12:00:00Z,1364-07-07T12:00:00Z,1,1364-07-07T12:00:00Z,0,0,2,0.300457626581192,"[{""component_p"":0.005023950710892677,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.009965452365577221,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2908,0264-06-04T12:00:00Z,0264-06-04T12:00:00Z,1,0264-06-04T12:00:00Z,0,0,2,0.30031484365463257,"[{""component_p"":0.006535055581480265,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.007663653697818518,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2909,1945-05-03T12:00:00Z,1945-05-03T12:00:00Z,1,1945-05-03T12:00:00Z,0,0,2,0.30021220445632935,"[{""component_p"":0.005899796728044748,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008490841835737228,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
2910,0017-01-04T12:00:00Z,0017-01-08T12:00:00Z,5,0017-01-08T12:00:00Z,0,0,2,0.2991441488265991,"[{""component_p"":0.005874115973711014,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.008548961021006107,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
2911,0769-05-28T12:00:00Z,0769-05-31T12:00:00Z,4,0769-05-28T12:00:00Z,0,0,2,0.29868555068969727,"[{""component_p"":0.006764830090105534,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]},{""component_p"":0.007431176025420427,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
2912,1703-02-22T12:00:00Z,1703-02-26T12:00:00Z,5,1703-02-22T12:00:00Z,0,0,2,0.29802653193473816,"[{""component_p"":0.005487554240971804,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.009174758568406105,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
2913,1624-09-07T12:00:00Z,1624-09-08T12:00:00Z,2,1624-09-07T12:00:00Z,0,0,2,0.2972484827041626,"[{""component_p"":0.006267435848712921,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.008047511801123619,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
2914,0294-06-22T12:00:00Z,0294-06-26T12:00:00Z,5,0294-06-24T12:00:00Z,0,0,2,0.2969016134738922,"[{""component_p"":0.006109296809881926,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.00826241821050644,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2915,0601-07-05T12:00:00Z,0601-07-05T12:00:00Z,1,0601-07-05T12:00:00Z,0,0,2,0.2967316210269928,"[{""component_p"":0.005898444913327694,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.00856112502515316,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2916,0993-08-23T12:00:00Z,0993-08-24T12:00:00Z,2,0993-08-23T12:00:00Z,0,0,2,0.2965640723705292,"[{""component_p"":0.0060673970729112625,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008325944654643536,""best_module_id"":""m011"",""best_module_label"":""Pluto\u2013Neptune\u2013Uranus 60/60/120 triad"",""families"":[""f01_2026_sep01"",""f04_2023_oct07""],""module_ids"":[""m002"",""m011""],""bodies"":[""Pluto"",""Neptune"",""Uranus""]}]"
2917,1105-12-10T12:00:00Z,1105-12-18T12:00:00Z,9,1105-12-14T12:00:00Z,0,0,2,0.29576805233955383,"[{""component_p"":0.007004065439105034,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.0072257304564118385,""best_module_id"":""m044"",""best_module_label"":""Uranus\u2013Mercury/Venus\u2013Mars routing module"",""families"":[""f12_1929_oct24""],""module_ids"":[""m044""],""bodies"":[""Uranus"",""Mercury"",""Venus"",""Mars""]}]"
2918,0718-04-25T12:00:00Z,0718-04-26T12:00:00Z,2,0718-04-25T12:00:00Z,0,0,2,0.2949257791042328,"[{""component_p"":0.005884929094463587,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.008616541512310505,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]}]"
2919,1464-03-12T12:00:00Z,1464-03-13T12:00:00Z,2,1464-03-12T12:00:00Z,0,0,2,0.29455462098121643,"[{""component_p"":0.005730845034122467,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.00885577779263258,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11"",""f10_1978_dec11""],""module_ids"":[""m016"",""m036""],""bodies"":[""Mars"",""Pluto"",""Neptune""]}]"
2920,0950-06-03T12:00:00Z,0950-06-04T12:00:00Z,2,0950-06-04T12:00:00Z,0,0,2,0.2938006818294525,"[{""component_p"":0.005574057810008526,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.009120693430304527,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2921,1972-12-19T12:00:00Z,1972-12-19T12:00:00Z,1,1972-12-19T12:00:00Z,0,0,2,0.2932300567626953,"[{""component_p"":0.007067591417580843,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]},{""component_p"":0.0072027528658509254,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
2922,0649-01-27T12:00:00Z,0649-01-27T12:00:00Z,1,0649-01-27T12:00:00Z,0,0,2,0.29311972856521606,"[{""component_p"":0.0057227350771427155,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.008897677063941956,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
2923,1519-03-16T12:00:00Z,1519-03-16T12:00:00Z,1,1519-03-16T12:00:00Z,0,0,2,0.29268088936805725,"[{""component_p"":0.006413409952074289,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00794749241322279,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f04_2023_oct07"",""f08_1775_apr19""],""module_ids"":[""m012"",""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
2924,1059-08-21T12:00:00Z,1059-09-11T12:00:00Z,22,1059-09-01T12:00:00Z,0,0,2,0.2926380932331085,"[{""component_p"":0.005530805792659521,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.009216658771038055,""best_module_id"":""m040"",""best_module_label"":""Mars/Neptune opposite Jupiter/Uranus bundle"",""families"":[""f11_1913_dec23""],""module_ids"":[""m040""],""bodies"":[""Mars"",""Neptune"",""Jupiter"",""Uranus""]}]"
2925,0060-08-25T12:00:00Z,0060-09-22T12:00:00Z,29,0060-09-08T12:00:00Z,0,0,2,0.2922828793525696,"[{""component_p"":0.005695702973753214,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]},{""component_p"":0.008957148529589176,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
2926,1142-11-16T12:00:00Z,1142-11-19T12:00:00Z,4,1142-11-16T12:00:00Z,0,0,2,0.2912684977054596,"[{""component_p"":0.005132079590111971,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.009964101016521454,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
2927,0944-04-26T12:00:00Z,0944-04-30T12:00:00Z,5,0944-04-30T12:00:00Z,0,0,2,0.2909420430660248,"[{""component_p"":0.005815996788442135,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]},{""component_p"":0.008799009956419468,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059"",""m063""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2928,1046-01-18T12:00:00Z,1046-01-19T12:00:00Z,2,1046-01-18T12:00:00Z,0,0,2,0.2906884253025055,"[{""component_p"":0.006790510378777981,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007540656719356775,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]}]"
2929,0945-02-16T12:00:00Z,0945-02-22T12:00:00Z,7,0945-02-16T12:00:00Z,0,0,2,0.29062214493751526,"[{""component_p"":0.00515370536595583,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.009937068447470665,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
2930,0180-12-31T12:00:00Z,0180-12-31T12:00:00Z,1,0180-12-31T12:00:00Z,0,0,2,0.2903859615325928,"[{""component_p"":0.006624261848628521,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.007735289167612791,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2931,0983-06-19T12:00:00Z,0983-06-19T12:00:00Z,1,0983-06-19T12:00:00Z,0,0,2,0.2899842858314514,"[{""component_p"":0.006745907478034496,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00760283088311553,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01"",""f02_2026_sep17"",""f04_2023_oct07"",""f06_2025_sep10""],""module_ids"":[""m003"",""m004"",""m012"",""m013"",""m018""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]}]"
2932,1651-01-07T12:00:00Z,1651-01-07T12:00:00Z,1,1651-01-07T12:00:00Z,0,0,2,0.28991982340812683,"[{""component_p"":0.005982245318591595,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008574641309678555,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2933,0204-11-12T12:00:00Z,0204-11-14T12:00:00Z,3,0204-11-13T12:00:00Z,0,0,2,0.2895684838294983,"[{""component_p"":0.006655348930507898,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007713663391768932,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
2934,0026-01-18T12:00:00Z,0026-01-18T12:00:00Z,1,0026-01-18T12:00:00Z,0,0,2,0.2892919182777405,"[{""component_p"":0.006855388171970844,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.007493350189179182,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2935,0233-10-25T12:00:00Z,0233-10-25T12:00:00Z,1,0233-10-25T12:00:00Z,0,0,2,0.28753021359443665,"[{""component_p"":0.005886280443519354,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00876251608133316,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]}]"
2936,0445-05-08T12:00:00Z,0445-05-11T12:00:00Z,4,0445-05-11T12:00:00Z,0,0,2,0.28751733899116516,"[{""component_p"":0.005275350878946483,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059"",""m062"",""m063""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]},{""component_p"":0.00977757852524519,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
2937,1524-10-18T12:00:00Z,1524-10-18T12:00:00Z,1,1524-10-18T12:00:00Z,0,0,2,0.2857426106929779,"[{""component_p"":0.005837622564285994,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008871996775269508,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f02_2026_sep17"",""f05_2021_sep11"",""f06_2025_sep10""],""module_ids"":[""m004"",""m014"",""m015"",""m018""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
2938,0268-07-24T12:00:00Z,0268-07-29T12:00:00Z,6,0268-07-29T12:00:00Z,0,0,2,0.2854730486869812,"[{""component_p"":0.005655154585838318,""best_module_id"":""m007"",""best_module_label"":""Six-body dual-double-node parade"",""families"":[""f03_2026_feb28""],""module_ids"":[""m007""],""bodies"":[""Mercury"",""Venus"",""Neptune"",""Saturn"",""Uranus"",""Jupiter""]},{""component_p"":0.009163944981992245,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
2939,1520-08-07T12:00:00Z,1520-08-08T12:00:00Z,2,1520-08-07T12:00:00Z,0,0,2,0.2853947579860687,"[{""component_p"":0.005417270585894585,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.009568078443408012,""best_module_id"":""m012"",""best_module_label"":""Pluto\u2013Saturn\u2013Neptune\u2013Uranus routed scaffold"",""families"":[""f04_2023_oct07""],""module_ids"":[""m012""],""bodies"":[""Pluto"",""Saturn"",""Neptune"",""Uranus""]}]"
